model,prior,target,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,parameters,pearson,rmse,mae,runtime_seconds,I_XZ_final,I_ZY_final,probe_r2_final,bypass_alpha,selected_alpha,best_alpha1,best_alpha2,best_val_rmse
llm_gated,llm_wm,fluid_intelligence,4,3,seed04_fold03,280,50,82,32.0,0.2,0.003,32.0,213121.0,0.23728121662111729,5.495778145458382,4.351018452062839,208.06930994987488,2.07473087310791,0.5738573670387268,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,4,4,seed04_fold04,280,50,82,32.0,0.2,0.001,15.0,213121.0,0.29639361886969906,4.989973443553959,4.005492977979706,159.72940039634705,2.1189539432525635,0.46831589937210083,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,5,0,seed05_fold00,279,50,83,32.0,0.5,0.003,12.0,213121.0,0.1781603842298593,5.047040595824532,4.258332493793533,167.66734957695007,2.3516030311584473,0.375997394323349,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,5,1,seed05_fold01,279,50,83,32.0,0.2,0.003,33.0,213121.0,0.20070814501011375,5.701831681527095,4.435285326946213,177.8242220878601,2.323702335357666,0.651401937007904,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,5,2,seed05_fold02,280,50,82,32.0,0.5,0.001,10.0,213121.0,0.1764078701043365,5.492991940732974,4.482682495582394,126.12152552604675,2.699150800704956,0.3710554242134094,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,5,3,seed05_fold03,280,50,82,16.0,0.2,0.001,12.0,61505.0,0.3955004340393289,4.733321201546134,3.8681925447975716,102.7635064125061,2.1004998683929443,0.4089500606060028,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,5,4,seed05_fold04,280,50,82,32.0,0.2,0.003,13.0,213121.0,0.24524204768281055,4.666022640078222,3.594006945447224,147.61311030387878,2.579266309738159,0.30886900424957275,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,6,0,seed06_fold00,279,50,83,32.0,0.2,0.003,10.0,213121.0,0.12069809745639262,4.757583384057741,3.9913979036262237,125.7222068309784,2.468195915222168,0.297987163066864,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,6,1,seed06_fold01,279,50,83,32.0,0.5,0.001,10.0,213121.0,0.3285152924027774,4.479592019525747,3.7213480156588266,162.97922253608704,2.1885476112365723,0.4104447662830353,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,6,2,seed06_fold02,280,50,82,32.0,0.2,0.001,13.0,213121.0,0.2368063788110635,4.831646258171835,4.081737169405309,170.723158121109,2.811168670654297,0.3217625319957733,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,6,3,seed06_fold03,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.18067785750963478,4.72561397783897,4.105846660893138,104.22278046607971,1.838127613067627,0.3258984684944153,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,6,4,seed06_fold04,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2737129179604437,5.486664525079385,4.681269517758998,127.80555248260498,2.456810474395752,0.3758111298084259,,0.0,0.0,,,
