target,prior_type,lifting,seed,fold,marginal_pearson,marginal_spearman,ridge_pearson,ridge_spearman,ridge_alpha,n_train,n_val,n_test
fluid_intelligence,shuffled,bridge,1,0,-0.04144740930727161,-0.04143219946520698,0.009075385815095744,-0.015267722783274236,0.01,279,50,83
fluid_intelligence,random,bridge,1,0,-0.0007863058705832615,0.00033690573335226897,0.008879200332644712,0.0019087804398709616,0.01,279,50,83
fluid_intelligence,matched,prod,1,1,0.08313126525358565,0.08228595428368622,-0.035584413548729384,-0.02681750078992391,1000.0,279,50,83
fluid_intelligence,unrelated,prod,1,1,0.08895270136885909,0.0940946824596662,-0.03997641346209865,-0.09005919830912534,1000.0,279,50,83
fluid_intelligence,shuffled,prod,1,1,-0.025683242357625743,-0.0466939757677584,0.03436444283072567,0.014480711663330212,1000.0,279,50,83
fluid_intelligence,random,prod,1,1,-0.0030874065612593827,0.005688798028160917,0.01757372928169714,-0.008753761186847071,1000.0,279,50,83
fluid_intelligence,matched,mean,1,1,0.09907389903271288,0.08549789311940745,-0.04858067898929161,-0.04578774967739612,1000.0,279,50,83
fluid_intelligence,unrelated,mean,1,1,0.11134726881961243,0.09069928570461296,-0.046484167633992275,-0.08118974273761918,1000.0,279,50,83
fluid_intelligence,shuffled,mean,1,1,-0.03218018077641005,-0.030552878850191457,0.03528954301213999,0.011861601726107597,1000.0,279,50,83
fluid_intelligence,random,mean,1,1,-0.003019951276042261,0.0014082397902013266,0.02008927003599713,-0.000348004124383355,1000.0,279,50,83
fluid_intelligence,matched,max,1,1,0.08773506783782221,0.0765971975993164,-0.04297242854661181,-0.056099808635161015,1000.0,279,50,83
fluid_intelligence,unrelated,max,1,1,0.10314917176559918,0.08615915811860878,-0.035716587330699864,-0.07492785890132357,1000.0,279,50,83
fluid_intelligence,shuffled,max,1,1,-0.019283750991532983,-0.021251480882747403,0.030794177867943813,0.008521143726105665,1000.0,279,50,83
fluid_intelligence,random,max,1,1,-0.010036986282995732,-0.016821704429186936,0.02321930033316216,0.01714098681088969,1000.0,279,50,83
fluid_intelligence,matched,bridge,1,1,0.067379971698551,0.055609807560457754,-0.04058734954899112,-0.045520609235853986,1000.0,279,50,83
fluid_intelligence,unrelated,bridge,1,1,0.08921965179689824,0.073295698767187,-0.03364224289192422,-0.06759470420522566,1000.0,279,50,83
fluid_intelligence,shuffled,bridge,1,1,-0.02380745226799881,-0.02475311621725758,0.017072405690955722,-0.000884033604979937,1000.0,279,50,83
fluid_intelligence,random,bridge,1,1,0.000571898294155443,0.002024749406846449,0.0036686356888438842,0.015389148690434016,1000.0,279,50,83
fluid_intelligence,matched,prod,1,2,0.004088884036409372,0.0004991839185014011,-0.016886204300481333,-0.02176689384625929,1000.0,280,50,82
fluid_intelligence,unrelated,prod,1,2,-0.004429508963023271,-0.04274459313209014,-0.02291243398746766,-0.08991591256838294,1000.0,280,50,82
fluid_intelligence,shuffled,prod,1,2,-0.05739964179039801,-0.06929926040624206,0.027486676485535013,-0.011213025850033692,1000.0,280,50,82
fluid_intelligence,random,prod,1,2,-0.05085844692811259,-0.052185938597837586,0.012293946276864172,-0.021427171630914704,1000.0,280,50,82
fluid_intelligence,matched,mean,1,2,-0.0005514789049183913,-0.0015874994095035533,-0.028760104369772624,-0.03683790864989944,1000.0,280,50,82
fluid_intelligence,unrelated,mean,1,2,-0.011955713919479435,-0.02020197217128349,-0.029764017987082607,-0.07745697825037232,1000.0,280,50,82
fluid_intelligence,shuffled,mean,1,2,-0.0750226877391494,-0.06824988328446432,0.02844992975317044,-0.012542727871436014,1000.0,280,50,82
fluid_intelligence,random,mean,1,2,-0.055748104300516216,-0.05833351365706329,0.011161007031791017,-0.01739406341738609,1000.0,280,50,82
fluid_intelligence,matched,max,1,2,-0.006572223686483674,-0.006730818132365294,-0.027054098378964567,-0.047567641899136266,1000.0,280,50,82
fluid_intelligence,unrelated,max,1,2,-0.006620854569935628,-0.010733332768782673,-0.023134072033951642,-0.07007956503732363,1000.0,280,50,82
