edge_idx,roi_i,roi_j,fip1_score
238,2,12,0.0
239,2,13,0.0
240,2,14,0.2707266880540468
241,2,15,0.0
242,2,16,0.0
243,2,17,0.0
244,2,18,0.0
245,2,19,0.3800795706030406
246,2,20,0.0
247,2,21,0.15402006246937974
248,2,22,0.0
249,2,23,0.0
250,2,24,0.0
251,2,25,0.0
252,2,26,0.1410829219436582
253,2,27,0.13522716360043685
254,2,28,0.0
255,2,29,0.0
256,2,30,0.0
257,2,31,0.0
258,2,32,0.30340999043481703
259,2,33,0.0
260,2,34,0.0
261,2,35,0.0
262,2,36,0.3494389746210685
263,2,37,0.0
264,2,38,0.38539060723991575
265,2,39,0.0
266,2,40,0.0
267,2,41,0.0
268,2,42,0.0
269,2,43,0.3125340790161154
270,2,44,0.2603769756334696
271,2,45,0.0
272,2,46,0.33568475153582766
273,2,47,0.0
274,2,48,0.0
275,2,49,0.3648273628253478
276,2,50,0.3720449254344345
277,2,51,0.0
278,2,52,0.0
279,2,53,0.0
280,2,54,0.8329516483528409
281,2,55,0.0
282,2,56,0.0
283,2,57,0.0
284,2,58,0.0
285,2,59,0.0
286,2,60,0.0
287,2,61,0.0
288,2,62,0.0
289,2,63,0.0
290,2,64,0.0
291,2,65,0.0
292,2,66,0.0
293,2,67,0.0
294,2,68,0.0
295,2,69,0.7673398103131445
296,2,70,0.0
297,2,71,0.0
298,2,72,0.0
299,2,73,0.0
300,2,74,0.0
301,2,75,0.0
302,2,76,0.0
303,2,77,0.0
304,2,78,0.0
305,2,79,0.37408763183323274
306,2,80,0.0
307,2,81,0.3792624880435213
308,2,82,0.8186253047104864
309,2,83,0.0
310,2,84,0.0
311,2,85,0.0
312,2,86,0.1576969339872164
313,2,87,0.0
314,2,88,0.020290883561394857
315,2,89,0.06400480049567506
316,2,90,0.31975164162520214
317,2,91,0.0
318,2,92,0.0
319,2,93,0.0
320,2,94,0.0
321,2,95,0.14094674151707165
322,2,96,0.21570979571308357
323,2,97,0.1755365698700535
324,2,98,0.0
325,2,99,0.0
326,2,100,0.0
327,2,101,0.0
328,2,102,0.051884742529472755
329,2,103,0.0
330,2,104,0.1439427109019756
331,2,105,0.0
332,2,106,0.18997169508822703
333,2,107,0.09859462884865688
334,2,108,0.13468244189409068
335,2,109,0.20699424841154485
336,2,110,0.303137629581644
337,2,111,0.3378636383612123
338,2,112,0.0
339,2,113,0.09505393775740678
340,2,114,0.0
341,2,115,0.0
342,3,4,0.0
343,3,5,0.0
344,3,6,0.0
345,3,7,0.0
346,3,8,0.0
347,3,9,0.0
348,3,10,0.0
349,3,11,0.6927091386832167
350,3,12,0.0
351,3,13,0.0
352,3,14,0.24090317463159397
353,3,15,0.0
354,3,16,0.47879057674852143
355,3,17,0.7320414097007123
356,3,18,0.0
357,3,19,0.3083124857919326
358,3,20,0.0
359,3,21,0.07666958016822352
360,3,22,0.0
361,3,23,0.0
362,3,24,0.0
363,3,25,0.0
364,3,26,0.09600720074351257
365,3,27,0.1274648792850039
366,3,28,0.748873256171659
367,3,29,0.0
368,3,30,0.0
369,3,31,0.0
370,3,32,0.17390240475101498
371,3,33,0.0
372,3,34,0.0
373,3,35,0.0
374,3,36,0.2885663239368839
375,3,37,0.0
376,3,38,0.2614664190461619
377,3,39,0.0
378,3,40,0.0
379,3,41,0.0
380,3,42,0.0
381,3,43,0.23150672519712254
382,3,44,0.21870576509798753
383,3,45,0.0
384,3,46,0.296873329958663
385,3,47,0.0
386,3,48,0.0
387,3,49,0.2704543272008737
388,3,50,0.17417476560418807
389,3,51,0.0
390,3,52,0.0
391,3,53,0.0
392,3,54,0.0
393,3,55,0.0
394,3,56,0.0
395,3,57,0.0
396,3,58,0.0
397,3,59,0.6703204797457387
398,3,60,0.0
399,3,61,0.0
400,3,62,0.0
401,3,63,0.0
402,3,64,0.0
403,3,65,0.0
404,3,66,0.0
405,3,67,0.0
406,3,68,0.0
407,3,69,0.0
408,3,70,0.0
409,3,71,0.0
410,3,72,0.0
411,3,73,0.0
412,3,74,0.0
413,3,75,0.0
414,3,76,0.0
415,3,77,0.5784751915613711
416,3,78,0.0
417,3,79,0.3723172862876077
418,3,80,0.0
419,3,81,0.31716421352005786
420,3,82,0.0
421,3,83,0.0
422,3,84,0.0
423,3,85,0.0
424,3,86,0.09028762282687779
425,3,87,0.0
426,3,88,0.010894434126923412
427,3,89,0.020835605267741027
428,3,90,0.28257438516707606
429,3,91,0.0
430,3,92,0.0
431,3,93,0.0
432,3,94,0.0
433,3,95,0.12242620350130186
434,3,96,0.0919217879459163
435,3,97,0.1047227480450513
436,3,98,0.0
437,3,99,0.0
438,3,100,0.0
439,3,101,0.0
